log_id,file_path,platform,error_category,build_number,timestamp
gitlab-ci_test_failure_36,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_36.txt,gitlab-ci,test_failure,36,2025-10-30T21:44:30.851135
gitlab-ci_timeout_286,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_286.txt,gitlab-ci,timeout,286,2025-10-30T21:44:30.852014
gitlab-ci_dependency_error_678,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_678.txt,gitlab-ci,dependency_error,678,2025-10-30T21:44:30.849526
jenkins_dependency_error_565,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_565.txt,jenkins,dependency_error,565,2025-10-30T21:44:30.850338
github-actions_syntax_error_69,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_69.txt,github-actions,syntax_error,69,2025-10-30T21:44:30.850647
gitlab-ci_timeout_631,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_631.txt,gitlab-ci,timeout,631,2025-10-30T21:44:30.852118
gitlab-ci_dependency_error_931,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_931.txt,gitlab-ci,dependency_error,931,2025-10-30T21:44:30.850267
gitlab-ci_syntax_error_125,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_syntax_error_125.txt,gitlab-ci,syntax_error,125,2025-10-30T21:44:30.851024
github-actions_dependency_error_717,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_717.txt,github-actions,dependency_error,717,2025-10-30T21:44:30.850277
jenkins_dependency_error_569,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_569.txt,jenkins,dependency_error,569,2025-10-30T21:44:30.850155
jenkins_dependency_error_726,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_726.txt,jenkins,dependency_error,726,2025-10-30T21:44:30.850195
gitlab-ci_dependency_error_105,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_105.txt,gitlab-ci,dependency_error,105,2025-10-30T21:44:30.850100
gitlab-ci_dependency_error_929,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_929.txt,gitlab-ci,dependency_error,929,2025-10-30T21:44:30.850051
gitlab-ci_test_failure_510,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_510.txt,gitlab-ci,test_failure,510,2025-10-30T21:44:30.851280
gitlab-ci_timeout_174,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_174.txt,gitlab-ci,timeout,174,2025-10-30T21:44:30.851844
github-actions_environment_error_978,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_environment_error_978.txt,github-actions,environment_error,978,2025-10-30T21:44:30.852297
github-actions_syntax_error_45,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_45.txt,github-actions,syntax_error,45,2025-10-30T21:44:30.850389
gitlab-ci_dependency_error_611,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_611.txt,gitlab-ci,dependency_error,611,2025-10-30T21:44:30.849659
gitlab-ci_syntax_error_371,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_syntax_error_371.txt,gitlab-ci,syntax_error,371,2025-10-30T21:44:30.850928
gitlab-ci_dependency_error_610,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_610.txt,gitlab-ci,dependency_error,610,2025-10-30T21:44:30.849802
gitlab-ci_timeout_694,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_694.txt,gitlab-ci,timeout,694,2025-10-30T21:44:30.851775
gitlab-ci_test_failure_785,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_785.txt,gitlab-ci,test_failure,785,2025-10-30T21:44:30.851539
jenkins_dependency_error_998,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_998.txt,jenkins,dependency_error,998,2025-10-30T21:44:30.849885
jenkins_dependency_error_451,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_451.txt,jenkins,dependency_error,451,2025-10-30T21:44:30.850011
github-actions_dependency_error_748,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_748.txt,github-actions,dependency_error,748,2025-10-30T21:44:30.849513
jenkins_syntax_error_783,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_783.txt,jenkins,syntax_error,783,2025-10-30T21:44:30.850729
github-actions_dependency_error_971,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_971.txt,github-actions,dependency_error,971,2025-10-30T21:44:30.850238
gitlab-ci_test_failure_773,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_773.txt,gitlab-ci,test_failure,773,2025-10-30T21:44:30.851605
gitlab-ci_dependency_error_566,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_566.txt,gitlab-ci,dependency_error,566,2025-10-30T21:44:30.849872
jenkins_syntax_error_850,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_850.txt,jenkins,syntax_error,850,2025-10-30T21:44:30.850472
jenkins_syntax_error_792,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_792.txt,jenkins,syntax_error,792,2025-10-30T21:44:30.850364
github-actions_test_failure_829,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_829.txt,github-actions,test_failure,829,2025-10-30T21:44:30.851449
jenkins_timeout_288,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_timeout_288.txt,jenkins,timeout,288,2025-10-30T21:44:30.851891
github-actions_timeout_566,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_566.txt,github-actions,timeout,566,2025-10-30T21:44:30.851739
github-actions_test_failure_393,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_393.txt,github-actions,test_failure,393,2025-10-30T21:44:30.851472
jenkins_syntax_error_373,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_373.txt,jenkins,syntax_error,373,2025-10-30T21:44:30.850897
gitlab-ci_syntax_error_695,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_syntax_error_695.txt,gitlab-ci,syntax_error,695,2025-10-30T21:44:30.850907
github-actions_timeout_804,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_804.txt,github-actions,timeout,804,2025-10-30T21:44:30.851970
gitlab-ci_test_failure_386,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_386.txt,gitlab-ci,test_failure,386,2025-10-30T21:44:30.851371
jenkins_dependency_error_949,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_949.txt,jenkins,dependency_error,949,2025-10-30T21:44:30.849771
github-actions_dependency_error_853,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_853.txt,github-actions,dependency_error,853,2025-10-30T21:44:30.850030
github-actions_test_failure_150,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_150.txt,github-actions,test_failure,150,2025-10-30T21:44:30.851662
gitlab-ci_dependency_error_170,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_170.txt,gitlab-ci,dependency_error,170,2025-10-30T21:44:30.849710
gitlab-ci_environment_error_986,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_environment_error_986.txt,gitlab-ci,environment_error,986,2025-10-30T21:44:30.852137
jenkins_test_failure_877,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_877.txt,jenkins,test_failure,877,2025-10-30T21:44:30.851460
github-actions_test_failure_939,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_939.txt,github-actions,test_failure,939,2025-10-30T21:44:30.851684
github-actions_timeout_105,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_105.txt,github-actions,timeout,105,2025-10-30T21:44:30.852102
gitlab-ci_test_failure_572,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_572.txt,gitlab-ci,test_failure,572,2025-10-30T21:44:30.851316
github-actions_environment_error_811,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_environment_error_811.txt,github-actions,environment_error,811,2025-10-30T21:44:30.852263
github-actions_timeout_106,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_106.txt,github-actions,timeout,106,2025-10-30T21:44:30.851827
github-actions_network_error_919,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_network_error_919.txt,github-actions,network_error,919,2025-10-30T21:44:30.852446
github-actions_syntax_error_458,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_458.txt,github-actions,syntax_error,458,2025-10-30T21:44:30.850376
jenkins_syntax_error_860,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_860.txt,jenkins,syntax_error,860,2025-10-30T21:44:30.851005
jenkins_test_failure_830,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_830.txt,jenkins,test_failure,830,2025-10-30T21:44:30.851170
github-actions_permission_error_931,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_permission_error_931.txt,github-actions,permission_error,931,2025-10-30T21:44:30.852546
gitlab-ci_test_failure_54,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_54.txt,gitlab-ci,test_failure,54,2025-10-30T21:44:30.851416
github-actions_syntax_error_455,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_455.txt,github-actions,syntax_error,455,2025-10-30T21:44:30.850554
github-actions_syntax_error_106,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_106.txt,github-actions,syntax_error,106,2025-10-30T21:44:30.850886
github-actions_network_error_992,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_network_error_992.txt,github-actions,network_error,992,2025-10-30T21:44:30.852499
jenkins_syntax_error_816,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_816.txt,jenkins,syntax_error,816,2025-10-30T21:44:30.850862
github-actions_test_failure_329,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_329.txt,github-actions,test_failure,329,2025-10-30T21:44:30.851113
github-actions_test_failure_998,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_998.txt,github-actions,test_failure,998,2025-10-30T21:44:30.851102
