log_id,file_path,platform,error_category,build_number,timestamp
jenkins_dependency_error_451,logs/jenkins_dependency_error_451.txt,jenkins,dependency_error,451,2025-10-30T21:44:30.850011
gitlab-ci_test_failure_54,logs/gitlab-ci_test_failure_54.txt,gitlab-ci,test_failure,54,2025-10-30T21:44:30.851416
jenkins_syntax_error_540,logs/jenkins_syntax_error_540.txt,jenkins,syntax_error,540,2025-10-30T21:44:30.850719
github-actions_dependency_error_672,logs/github-actions_dependency_error_672.txt,github-actions,dependency_error,672,2025-10-30T21:44:30.849561
jenkins_test_failure_355,logs/jenkins_test_failure_355.txt,jenkins,test_failure,355,2025-10-30T21:44:30.851560
jenkins_syntax_error_610,logs/jenkins_syntax_error_610.txt,jenkins,syntax_error,610,2025-10-30T21:44:30.850917
github-actions_network_error_140,logs/github-actions_network_error_140.txt,github-actions,network_error,140,2025-10-30T21:44:30.852472
jenkins_test_failure_576,logs/jenkins_test_failure_576.txt,jenkins,test_failure,576,2025-10-30T21:44:30.851303
github-actions_test_failure_162,logs/github-actions_test_failure_162.txt,github-actions,test_failure,162,2025-10-30T21:44:30.851250
jenkins_syntax_error_850,logs/jenkins_syntax_error_850.txt,jenkins,syntax_error,850,2025-10-30T21:44:30.850472
gitlab-ci_dependency_error_958,logs/gitlab-ci_dependency_error_958.txt,gitlab-ci,dependency_error,958,2025-10-30T21:44:30.849812
github-actions_timeout_357,logs/github-actions_timeout_357.txt,github-actions,timeout,357,2025-10-30T21:44:30.852032
github-actions_test_failure_329,logs/github-actions_test_failure_329.txt,github-actions,test_failure,329,2025-10-30T21:44:30.851113
jenkins_dependency_error_949,logs/jenkins_dependency_error_949.txt,jenkins,dependency_error,949,2025-10-30T21:44:30.849771
github-actions_test_failure_765,logs/github-actions_test_failure_765.txt,github-actions,test_failure,765,2025-10-30T21:44:30.851639
github-actions_dependency_error_851,logs/github-actions_dependency_error_851.txt,github-actions,dependency_error,851,2025-10-30T21:44:30.850001
github-actions_syntax_error_213,logs/github-actions_syntax_error_213.txt,github-actions,syntax_error,213,2025-10-30T21:44:30.850574
gitlab-ci_timeout_286,logs/gitlab-ci_timeout_286.txt,gitlab-ci,timeout,286,2025-10-30T21:44:30.852014
gitlab-ci_dependency_error_393,logs/gitlab-ci_dependency_error_393.txt,gitlab-ci,dependency_error,393,2025-10-30T21:44:30.850020
gitlab-ci_syntax_error_652,logs/gitlab-ci_syntax_error_652.txt,gitlab-ci,syntax_error,652,2025-10-30T21:44:30.850483
jenkins_dependency_error_460,logs/jenkins_dependency_error_460.txt,jenkins,dependency_error,460,2025-10-30T21:44:30.849761
gitlab-ci_dependency_error_761,logs/gitlab-ci_dependency_error_761.txt,gitlab-ci,dependency_error,761,2025-10-30T21:44:30.849844
jenkins_environment_error_385,logs/jenkins_environment_error_385.txt,jenkins,environment_error,385,2025-10-30T21:44:30.852153
gitlab-ci_dependency_error_720,logs/gitlab-ci_dependency_error_720.txt,gitlab-ci,dependency_error,720,2025-10-30T21:44:30.850257
github-actions_syntax_error_647,logs/github-actions_syntax_error_647.txt,github-actions,syntax_error,647,2025-10-30T21:44:30.850422
gitlab-ci_network_error_268,logs/gitlab-ci_network_error_268.txt,gitlab-ci,network_error,268,2025-10-30T21:44:30.852463
jenkins_syntax_error_426,logs/jenkins_syntax_error_426.txt,jenkins,syntax_error,426,2025-10-30T21:44:30.850352
jenkins_dependency_error_225,logs/jenkins_dependency_error_225.txt,jenkins,dependency_error,225,2025-10-30T21:44:30.849641
github-actions_timeout_809,logs/github-actions_timeout_809.txt,github-actions,timeout,809,2025-10-30T21:44:30.851917
jenkins_timeout_758,logs/jenkins_timeout_758.txt,jenkins,timeout,758,2025-10-30T21:44:30.851810
github-actions_dependency_error_453,logs/github-actions_dependency_error_453.txt,github-actions,dependency_error,453,2025-10-30T21:44:30.849960
github-actions_timeout_429,logs/github-actions_timeout_429.txt,github-actions,timeout,429,2025-10-30T21:44:30.852048
github-actions_syntax_error_175,logs/github-actions_syntax_error_175.txt,github-actions,syntax_error,175,2025-10-30T21:44:30.850442
gitlab-ci_syntax_error_798,logs/gitlab-ci_syntax_error_798.txt,gitlab-ci,syntax_error,798,2025-10-30T21:44:30.850826
jenkins_environment_error_871,logs/jenkins_environment_error_871.txt,jenkins,environment_error,871,2025-10-30T21:44:30.852170
gitlab-ci_dependency_error_105,logs/gitlab-ci_dependency_error_105.txt,gitlab-ci,dependency_error,105,2025-10-30T21:44:30.850100
jenkins_test_failure_518,logs/jenkins_test_failure_518.txt,jenkins,test_failure,518,2025-10-30T21:44:30.851695
gitlab-ci_network_error_476,logs/gitlab-ci_network_error_476.txt,gitlab-ci,network_error,476,2025-10-30T21:44:30.852419
github-actions_test_failure_549,logs/github-actions_test_failure_549.txt,github-actions,test_failure,549,2025-10-30T21:44:30.851706
github-actions_environment_error_393,logs/github-actions_environment_error_393.txt,github-actions,environment_error,393,2025-10-30T21:44:30.852231
github-actions_timeout_451,logs/github-actions_timeout_451.txt,github-actions,timeout,451,2025-10-30T21:44:30.851870
github-actions_network_error_992,logs/github-actions_network_error_992.txt,github-actions,network_error,992,2025-10-30T21:44:30.852499
gitlab-ci_timeout_976,logs/gitlab-ci_timeout_976.txt,gitlab-ci,timeout,976,2025-10-30T21:44:30.851900
github-actions_timeout_953,logs/github-actions_timeout_953.txt,github-actions,timeout,953,2025-10-30T21:44:30.851986
jenkins_timeout_661,logs/jenkins_timeout_661.txt,jenkins,timeout,661,2025-10-30T21:44:30.851748
github-actions_dependency_error_10,logs/github-actions_dependency_error_10.txt,github-actions,dependency_error,10,2025-10-30T21:44:30.849823
gitlab-ci_dependency_error_229,logs/gitlab-ci_dependency_error_229.txt,gitlab-ci,dependency_error,229,2025-10-30T21:44:30.849467
jenkins_dependency_error_817,logs/jenkins_dependency_error_817.txt,jenkins,dependency_error,817,2025-10-30T21:44:30.850146
jenkins_syntax_error_860,logs/jenkins_syntax_error_860.txt,jenkins,syntax_error,860,2025-10-30T21:44:30.851005
github-actions_test_failure_403,logs/github-actions_test_failure_403.txt,github-actions,test_failure,403,2025-10-30T21:44:30.851550
jenkins_dependency_error_395,logs/jenkins_dependency_error_395.txt,jenkins,dependency_error,395,2025-10-30T21:44:30.849928
github-actions_syntax_error_240,logs/github-actions_syntax_error_240.txt,github-actions,syntax_error,240,2025-10-30T21:44:30.850960
jenkins_syntax_error_759,logs/jenkins_syntax_error_759.txt,jenkins,syntax_error,759,2025-10-30T21:44:30.850688
jenkins_test_failure_520,logs/jenkins_test_failure_520.txt,jenkins,test_failure,520,2025-10-30T21:44:30.851051
github-actions_dependency_error_687,logs/github-actions_dependency_error_687.txt,github-actions,dependency_error,687,2025-10-30T21:44:30.849539
github-actions_timeout_469,logs/github-actions_timeout_469.txt,github-actions,timeout,469,2025-10-30T21:44:30.852023
jenkins_test_failure_877,logs/jenkins_test_failure_877.txt,jenkins,test_failure,877,2025-10-30T21:44:30.851460
jenkins_dependency_error_225,logs/jenkins_dependency_error_225.txt,jenkins,dependency_error,225,2025-10-30T21:44:30.850040
jenkins_syntax_error_468,logs/jenkins_syntax_error_468.txt,jenkins,syntax_error,468,2025-10-30T21:44:30.850462
gitlab-ci_test_failure_386,logs/gitlab-ci_test_failure_386.txt,gitlab-ci,test_failure,386,2025-10-30T21:44:30.851371
github-actions_test_failure_764,logs/github-actions_test_failure_764.txt,github-actions,test_failure,764,2025-10-30T21:44:30.851527
jenkins_syntax_error_373,logs/jenkins_syntax_error_373.txt,jenkins,syntax_error,373,2025-10-30T21:44:30.850897
jenkins_dependency_error_908,logs/jenkins_dependency_error_908.txt,jenkins,dependency_error,908,2025-10-30T21:44:30.849979
gitlab-ci_test_failure_191,logs/gitlab-ci_test_failure_191.txt,gitlab-ci,test_failure,191,2025-10-30T21:44:30.851438
github-actions_dependency_error_994,logs/github-actions_dependency_error_994.txt,github-actions,dependency_error,994,2025-10-30T21:44:30.850318
gitlab-ci_environment_error_360,logs/gitlab-ci_environment_error_360.txt,gitlab-ci,environment_error,360,2025-10-30T21:44:30.852247
github-actions_dependency_error_631,logs/github-actions_dependency_error_631.txt,github-actions,dependency_error,631,2025-10-30T21:44:30.850123
gitlab-ci_permission_error_422,logs/gitlab-ci_permission_error_422.txt,gitlab-ci,permission_error,422,2025-10-30T21:44:30.852555
github-actions_syntax_error_588,logs/github-actions_syntax_error_588.txt,github-actions,syntax_error,588,2025-10-30T21:44:30.850785
jenkins_test_failure_708,logs/jenkins_test_failure_708.txt,jenkins,test_failure,708,2025-10-30T21:44:30.851361
jenkins_syntax_error_430,logs/jenkins_syntax_error_430.txt,jenkins,syntax_error,430,2025-10-30T21:44:30.850544
github-actions_dependency_error_249,logs/github-actions_dependency_error_249.txt,github-actions,dependency_error,249,2025-10-30T21:44:30.849741
jenkins_permission_error_646,logs/jenkins_permission_error_646.txt,jenkins,permission_error,646,2025-10-30T21:44:30.852564
gitlab-ci_timeout_694,logs/gitlab-ci_timeout_694.txt,gitlab-ci,timeout,694,2025-10-30T21:44:30.851775
gitlab-ci_permission_error_364,logs/gitlab-ci_permission_error_364.txt,gitlab-ci,permission_error,364,2025-10-30T21:44:30.852596
